year,DonorCode,donornamee,col,colname,Row,rowname,RecipientCode,RecipientNameE,regionid,Regionnname,incomegrid,incomegrname,Amount,Defl,NatCur,src,share,odaGNI,currencyname
2018,40,Greece,201,"Grants, Total",,,86,Belarus,10010,Europe,10019,UMICs,0.000627251,0.000627251,,dac2a,,,
2019,701,Japan,201,"Grants, Total",,,665,Pakistan,10009,SouthCentralAsia,10018,LMICs,74.45884846,73.10178617,,dac2a,,,
2018,12,United Kingdom,201,"Grants, Total",,,549,Jordan,10011,MiddleEast,10018,LMICs,184.6207524,184.6207524,,dac2a,,,
2018,76,Poland,201,"Grants, Total",,,261,Nigeria,10003,SouthSahara,10018,LMICs,0.689067946,0.689067946,,dac2a,,,
2018,701,Japan,201,"Grants, Total",,,282,Tanzania,10003,SouthSahara,10016,LDCs,43.02096871,43.02096871,,dac2a,,,
2018,918,EU Institutions,201,"Grants, Total",,,265,Zimbabwe,10003,SouthSahara,10017,OtherLICs,65.38918919,65.38918919,,dac2a,,,
2018,4,France,204,ODA Gross Loans,,,238,Ethiopia,10003,SouthSahara,10016,LDCs,15.1961174,15.1961174,,dac2a,,,
2019,22,Luxembourg,201,"Grants, Total",,,139,Tunisia,10002,NorthSahara,10018,LMICs,1.062083483,1.088712331,,dac2a,,,
2018,50,Spain,201,"Grants, Total",,,352,Belize,10005,CaribbeanCentralAmerica,10019,UMICs,0.003564263,0.003564263,,dac2a,,,
2019,701,Japan,201,"Grants, Total",,,71,Albania,10010,Europe,10019,UMICs,4.039192652,3.965575666,,dac2a,,,
2019,701,Japan,201,"Grants, Total",,,454,Peru,10006,SouthAmerica,10019,UMICs,9.518599287,9.345116452,,dac2a,,,
2018,20001,Total DAC Countries,204,ODA Gross Loans,,,425,Argentina,10006,SouthAmerica,10019,UMICs,10.50202844,10.50202844,,dac2a,,,
2019,3,Denmark,201,"Grants, Total",,,261,Nigeria,10003,SouthSahara,10018,LMICs,1.960681173,2.043514119,,dac2a,,,
2019,69,Slovak Republic,201,"Grants, Total",,,249,Lesotho,10003,SouthSahara,10016,LDCs,0.02749,0.028246118,,dac2a,,,
2019,69,Slovak Republic,201,"Grants, Total",,,573,Syrian Arab Republic,10011,MiddleEast,10018,LMICs,0.15044,0.154577885,,dac2a,,,
2019,918,EU Institutions,204,ODA Gross Loans,,,86,Belarus,10010,Europe,10019,UMICs,83.95835666,87.13764509,,dac2a,,,
2019,76,Poland,528,Total ODA,700,Humanitarian Aid,,,,,,,27.42519018,27.72932493,,dac5,,,
2019,10,Sweden,201,"Grants, Total",,,625,Afghanistan,10009,SouthCentralAsia,10016,LDCs,137.9358676,145.9825714,,dac2a,,,
2018,76,Poland,201,"Grants, Total",,,229,Cameroon,10003,SouthSahara,10018,LMICs,0.052029886,0.052029886,,dac2a,,,
2018,302,United States,201,"Grants, Total",,,282,Tanzania,10003,SouthSahara,10016,LDCs,661.55952,661.55952,,dac2a,,,
2018,12,United Kingdom,1160,Grant equivalents,1010,I. Official Development Assistance (ODA) (I.A + I.B),,,,,,,19410.22,19410.22,14551.84193,dac1,63.65425,0.695903,* Pound sterling
2018,701,Japan,201,"Grants, Total",,,139,Tunisia,10002,NorthSahara,10018,LMICs,3.008849595,3.008849595,,dac2a,,,
2019,76,Poland,201,"Grants, Total",,,998,"Developing countries, unspecified",9998,DevCountriesUnspec,10024,UnallocatedIncome,13.7826656,14.23312184,,dac2a,,,
2019,302,United States,201,"Grants, Total",,,261,Nigeria,10003,SouthSahara,10018,LMICs,654.797826,643.3347649,,dac2a,,,
2019,5,Germany,201,"Grants, Total",,,655,Maldives,10009,SouthCentralAsia,10019,UMICs,0.34444735,0.356320254,,dac2a,,,
2018,9,Portugal,201,"Grants, Total",,,227,Botswana,10003,SouthSahara,10019,UMICs,0.035406586,0.035406586,,dac2a,,,
2019,820,New Zealand,201,"Grants, Total",,,352,Belize,10005,CaribbeanCentralAmerica,10019,UMICs,0.029644269,0.03049261,,dac2a,,,
2019,820,New Zealand,201,"Grants, Total",,,832,Fiji,10012,Oceania,10019,UMICs,14.81363057,15.23755802,,dac2a,,,
2018,701,Japan,204,ODA Gross Loans,,,454,Peru,10006,SouthAmerica,10019,UMICs,50.41156904,50.41156904,,dac2a,,,
2018,11,Switzerland,201,"Grants, Total",,,454,Peru,10006,SouthAmerica,10019,UMICs,25.15372022,25.15372022,,dac2a,,,
2018,742,Korea,201,"Grants, Total",,,280,Eswatini,10003,SouthSahara,10018,LMICs,0.119041,0.119041,,dac2a,,,
2018,820,New Zealand,201,"Grants, Total",,,755,Philippines,10008,FarEastAsia,10018,LMICs,6.345525284,6.345525284,,dac2a,,,
2018,918,EU Institutions,201,"Grants, Total",,,268,Sao Tome and Principe,10003,SouthSahara,10016,LDCs,4.485943586,4.485943586,,dac2a,,,
2019,12,United Kingdom,201,"Grants, Total",,,428,Bolivia,10006,SouthAmerica,10018,LMICs,2.026581904,2.075136105,,dac2a,,,
2019,3,Denmark,201,"Grants, Total",,,645,India,10009,SouthCentralAsia,10018,LMICs,1.755028765,1.829173508,,dac2a,,,
2018,742,Korea,201,"Grants, Total",,,665,Pakistan,10009,SouthCentralAsia,10018,LMICs,3.285388,3.285388,,dac2a,,,
2019,820,New Zealand,201,"Grants, Total",,,227,Botswana,10003,SouthSahara,10019,UMICs,0.105479875,0.108498434,,dac2a,,,
2018,701,Japan,204,ODA Gross Loans,,,85,Ukraine,10010,Europe,10018,LMICs,2.431450409,2.431450409,,dac2a,,,
2019,12,United Kingdom,201,"Grants, Total",,,142,Egypt,10002,NorthSahara,10018,LMICs,30.39060145,31.11871975,,dac2a,,,
2019,302,United States,201,"Grants, Total",,,269,Senegal,10003,SouthSahara,10016,LDCs,177.06924,173.9694198,,dac2a,,,
2019,6,Italy,201,"Grants, Total",,,255,Mali,10003,SouthSahara,10016,LDCs,4.31725944,4.525420691,,dac2a,,,
2018,742,Korea,201,"Grants, Total",,,278,Sudan,10003,SouthSahara,10016,LDCs,4.613282,4.613282,,dac2a,,,
2019,75,Hungary,201,"Grants, Total",,,272,Sierra Leone,10003,SouthSahara,10016,LDCs,0.002456766,0.002531724,,dac2a,,,
2018,918,EU Institutions,201,"Grants, Total",,,751,Malaysia,10008,FarEastAsia,10019,UMICs,2.197745781,2.197745781,,dac2a,,,
2018,68,Czech Republic,201,"Grants, Total",,,298,"Africa, regional",10001,Africa,10024,UnallocatedIncome,0.006569654,0.006569654,,dac2a,,,
2018,69,Slovak Republic,201,"Grants, Total",,,998,"Developing countries, unspecified",9998,DevCountriesUnspec,10024,UnallocatedIncome,22.36224,22.36224,,dac2a,,,
2019,40,Greece,201,"Grants, Total",,,573,Syrian Arab Republic,10011,MiddleEast,10018,LMICs,0.000795695,0.000832372,,dac2a,,,
2018,22,Luxembourg,201,"Grants, Total",,,338,Cuba,10005,CaribbeanCentralAmerica,10019,UMICs,0.08363307,0.08363307,,dac2a,,,
2019,8,Norway,201,"Grants, Total",,,862,Papua New Guinea,10012,Oceania,10018,LMICs,1.154729161,1.256768468,,dac2a,,,
2018,20,Iceland,201,"Grants, Total",,,342,El Salvador,10005,CaribbeanCentralAmerica,10018,LMICs,0.358328815,0.358328815,,dac2a,,,
2019,918,EU Institutions,201,"Grants, Total",,,614,Kyrgyzstan,10009,SouthCentralAsia,10018,LMICs,25.87496922,26.85478818,,dac2a,,,
2018,4,France,204,ODA Gross Loans,,,755,Philippines,10008,FarEastAsia,10018,LMICs,118.0219521,118.0219521,,dac2a,,,
2019,302,United States,201,"Grants, Total",,,769,Viet Nam,10008,FarEastAsia,10018,LMICs,100.996668,99.22859406,,dac2a,,,
2019,701,Japan,201,"Grants, Total",,,55,Turkey,10010,Europe,10019,UMICs,11.18947255,10.98553694,,dac2a,,,
2018,6,Italy,201,"Grants, Total",,,248,Kenya,10003,SouthSahara,10018,LMICs,11.65515069,11.65515069,,dac2a,,,
2019,301,Canada,201,"Grants, Total",,,555,Lebanon,10011,MiddleEast,10019,UMICs,59.69546396,59.83865966,,dac2a,,,
2019,68,Czech Republic,201,"Grants, Total",,,543,Iraq,10011,MiddleEast,10019,UMICs,2.46913493,2.526335305,,dac2a,,,
2019,801,Australia,201,"Grants, Total",,,225,Angola,10003,SouthSahara,10016,LDCs,0.021673275,0.022561612,,dac2a,,,
2018,820,New Zealand,201,"Grants, Total",,,645,India,10009,SouthCentralAsia,10018,LMICs,0.183160978,0.183160978,,dac2a,,,
2018,40,Greece,201,"Grants, Total",,,278,Sudan,10003,SouthSahara,10016,LDCs,0.010423699,0.010423699,,dac2a,,,
2019,4,France,201,"Grants, Total",,,236,Benin,10003,SouthSahara,10016,LDCs,35.16798669,36.53901569,,dac2a,,,
2019,701,Japan,201,"Grants, Total",,,228,Burundi,10003,SouthSahara,10016,LDCs,11.59757759,11.38620398,,dac2a,,,
2019,8,Norway,201,"Grants, Total",,,431,Brazil,10006,SouthAmerica,10019,UMICs,14.59536356,15.8851039,,dac2a,,,
2019,20001,Total DAC Countries,201,"Grants, Total",,,287,Burkina Faso,10003,SouthSahara,10016,LDCs,519.4263223,530.5038663,,dac2a,,,
2019,9,Portugal,,,,,10020,Top 20 recipients,,,,,80.15215463,,,dac2a,,,
2018,68,Czech Republic,201,"Grants, Total",,,625,Afghanistan,10009,SouthCentralAsia,10016,LDCs,2.091794463,2.091794463,,dac2a,,,
2019,918,EU Institutions,201,"Grants, Total",,,274,Djibouti,10003,SouthSahara,10016,LDCs,37.63240793,39.05745105,,dac2a,,,
2018,11,Switzerland,201,"Grants, Total",,,366,Panama,10005,CaribbeanCentralAmerica,10019,UMICs,0.875091523,0.875091523,,dac2a,,,
2018,20001,Total DAC Countries,201,"Grants, Total",,,446,Guyana,10006,SouthAmerica,10019,UMICs,14.05276035,14.05276035,,dac2a,,,
2018,50,Spain,201,"Grants, Total",,,364,Nicaragua,10005,CaribbeanCentralAmerica,10018,LMICs,16.20094492,16.20094492,,dac2a,,,
2019,20001,Total DAC Countries,204,ODA Gross Loans,,,256,Mauritania,10003,SouthSahara,10016,LDCs,10.59292475,11.00589144,,dac2a,,,
2019,12,United Kingdom,201,"Grants, Total",,,244,Guinea-Bissau,10003,SouthSahara,10016,LDCs,0.086498213,0.088570595,,dac2a,,,
2018,10,Sweden,201,"Grants, Total",,,225,Angola,10003,SouthSahara,10016,LDCs,0.999143806,0.999143806,,dac2a,,,
2018,11,Switzerland,201,"Grants, Total",,,283,Togo,10003,SouthSahara,10016,LDCs,1.599599141,1.599599141,,dac2a,,,
2019,9,Portugal,201,"Grants, Total",,,273,Somalia,10003,SouthSahara,10016,LDCs,0.075011754,0.07824575,,dac2a,,,
2019,50,Spain,201,"Grants, Total",,,789,"Far East Asia, regional",10008,FarEastAsia,10024,UnallocatedIncome,0.00694208,0.007206753,,dac2a,,,
2019,701,Japan,204,ODA Gross Loans,,,252,Madagascar,10003,SouthSahara,10016,LDCs,13.3894201,13.14538897,,dac2a,,,
2019,701,Japan,204,ODA Gross Loans,,,769,Viet Nam,10008,FarEastAsia,10018,LMICs,577.3768078,566.8537295,,dac2a,,,
2018,742,Korea,201,"Grants, Total",,,454,Peru,10006,SouthAmerica,10019,UMICs,18.417531,18.417531,,dac2a,,,
2018,12,United Kingdom,201,"Grants, Total",,,352,Belize,10005,CaribbeanCentralAmerica,10019,UMICs,1.030768337,1.030768337,,dac2a,,,
2019,301,Canada,201,"Grants, Total",,,268,Sao Tome and Principe,10003,SouthSahara,10016,LDCs,0.306281618,0.307016317,,dac2a,,,
2019,4,France,201,"Grants, Total",,,285,Uganda,10003,SouthSahara,10016,LDCs,3.896694019,4.048607194,,dac2a,,,
2019,4,France,201,"Grants, Total",,,998,"Developing countries, unspecified",9998,DevCountriesUnspec,10024,UnallocatedIncome,2296.92314,2386.469018,,dac2a,,,
2019,12,United Kingdom,201,"Grants, Total",,,615,Tajikistan,10009,SouthCentralAsia,10018,LMICs,3.4327502,3.514994319,,dac2a,,,
2019,4,France,204,ODA Gross Loans,,,225,Angola,10003,SouthSahara,10016,LDCs,11.51353111,11.96238777,,dac2a,,,
2019,20001,Total DAC Countries,204,ODA Gross Loans,,,218,South Africa,10003,SouthSahara,10019,UMICs,245.2790366,254.2506209,,dac2a,,,
2019,1,Austria,201,"Grants, Total",,,549,Jordan,10011,MiddleEast,10018,LMICs,2.812071286,2.917422142,,dac2a,,,
2019,2,Belgium,201,"Grants, Total",,,543,Iraq,10011,MiddleEast,10019,UMICs,14.18249636,14.71503144,,dac2a,,,
2019,8,Norway,201,"Grants, Total",,,769,Viet Nam,10008,FarEastAsia,10018,LMICs,5.069574148,5.517554375,,dac2a,,,
2018,68,Czech Republic,201,"Grants, Total",,,351,Honduras,10005,CaribbeanCentralAmerica,10018,LMICs,0.031106906,0.031106906,,dac2a,,,
2019,8,Norway,528,Total ODA,910,Unspecified,,,,,,,258.9122858,270.253579,,dac5,,,
2019,8,Norway,201,"Grants, Total",,,798,"Asia, regional",10007,Asia,10024,UnallocatedIncome,21.04784561,22.90776883,,dac2a,,,
2018,75,Hungary,201,"Grants, Total",,,640,Sri Lanka,10009,SouthCentralAsia,10018,LMICs,0.511080204,0.511080204,,dac2a,,,
2019,701,Japan,201,"Grants, Total",,,248,Kenya,10003,SouthSahara,10018,LMICs,47.73009704,46.86018412,,dac2a,,,
2019,918,EU Institutions,201,"Grants, Total",,,616,Turkmenistan,10009,SouthCentralAsia,10019,UMICs,4.059711183,4.213442072,,dac2a,,,
2018,12,United Kingdom,201,"Grants, Total",,,298,"Africa, regional",10001,Africa,10024,UnallocatedIncome,574.4129282,574.4129282,,dac2a,,,
2019,9,Portugal,528,Total ODA,160,Other Social Infrastructure,,,,,,,12.49583585,12.71439652,,dac5,,,
2018,4,France,201,"Grants, Total",,,265,Zimbabwe,10003,SouthSahara,10017,OtherLICs,1.730344202,1.730344202,,dac2a,,,
2019,22,Luxembourg,201,"Grants, Total",,,489,"South America, regional",10006,SouthAmerica,10024,UnallocatedIncome,0.569560893,0.58384108,,dac2a,,,
2019,801,Australia,201,"Grants, Total",,,266,Rwanda,10003,SouthSahara,10016,LDCs,0.656126038,0.68301911,,dac2a,,,
2018,6,Italy,201,"Grants, Total",,,89,"Europe, regional",10010,Europe,10024,UnallocatedIncome,0.81339011,0.81339011,,dac2a,,,
2018,918,EU Institutions,201,"Grants, Total",,,580,Yemen,10011,MiddleEast,10016,LDCs,160.6649593,160.6649593,,dac2a,,,
2019,742,Korea,201,"Grants, Total",,,730,China (People's Republic of),10008,FarEastAsia,10019,UMICs,2.43276,2.592574567,,dac2a,,,
2019,20001,Total DAC Countries,204,ODA Gross Loans,,,751,Malaysia,10008,FarEastAsia,10019,UMICs,32.19125962,31.60455239,,dac2a,,,
2019,5,Germany,528,Total ODA,140,Other Social Infrastructure,,,,,,,1520.769364,1544.374331,,dac5,,,
2019,10,Sweden,201,"Grants, Total",,,610,Armenia,10009,SouthCentralAsia,10018,LMICs,2.306178933,2.440713476,,dac2a,,,
2019,68,Czech Republic,201,"Grants, Total",,,287,Burkina Faso,10003,SouthSahara,10016,LDCs,0.23941817,0.24496457,,dac2a,,,
2018,61,Slovenia,201,"Grants, Total",,,543,Iraq,10011,MiddleEast,10019,UMICs,0.035406586,0.035406586,,dac2a,,,
2019,820,New Zealand,201,"Grants, Total",,,870,Tonga,10012,Oceania,10019,UMICs,9.66530083,9.94189652,,dac2a,,,
2019,918,EU Institutions,201,"Grants, Total",,,377,Antigua and Barbuda,10005,CaribbeanCentralAmerica,10019,UMICs,4.425545729,4.593129838,,dac2a,,,
2018,12,United Kingdom,201,"Grants, Total",,,614,Kyrgyzstan,10009,SouthCentralAsia,10018,LMICs,5.56657879,5.56657879,,dac2a,,,
2019,1,Austria,201,"Grants, Total",,,616,Turkmenistan,10009,SouthCentralAsia,10019,UMICs,0.163889018,0.170028922,,dac2a,,,
2018,742,Korea,201,"Grants, Total",,,640,Sri Lanka,10009,SouthCentralAsia,10018,LMICs,14.964277,14.964277,,dac2a,,,
2018,801,Australia,201,"Grants, Total",,,730,China (People's Republic of),10008,FarEastAsia,10019,UMICs,4.342298771,4.342298771,,dac2a,,,
2018,20001,Total DAC Countries,201,"Grants, Total",,,635,Myanmar,10009,SouthCentralAsia,10016,LDCs,874.7151992,874.7151992,,dac2a,,,
2019,20001,Total DAC Countries,201,"Grants, Total",,,238,Ethiopia,10003,SouthSahara,10016,LDCs,2091.8499,2117.541493,,dac2a,,,
2019,6,Italy,201,"Grants, Total",,,543,Iraq,10011,MiddleEast,10019,UMICs,16.4593106,17.25291375,,dac2a,,,
2019,20001,Total DAC Countries,201,"Grants, Total",,,247,Côte d'Ivoire,10003,SouthSahara,10018,LMICs,492.3961996,504.7433396,,dac2a,,,
2018,2,Belgium,201,"Grants, Total",,,298,"Africa, regional",10001,Africa,10024,UnallocatedIncome,5.846028632,5.846028632,,dac2a,,,
2018,6,Italy,201,"Grants, Total",,,489,"South America, regional",10006,SouthAmerica,10024,UnallocatedIncome,2.033002585,2.033002585,,dac2a,,,
2018,302,United States,201,"Grants, Total",,,133,Libya,10002,NorthSahara,10019,UMICs,65.67283,65.67283,,dac2a,,,
2019,12,United Kingdom,201,"Grants, Total",,,728,Cambodia,10008,FarEastAsia,10016,LDCs,3.947857722,4.04244313,,dac2a,,,
2019,918,EU Institutions,204,ODA Gross Loans,,,136,Morocco,10002,NorthSahara,10018,LMICs,350.9783947,364.2690497,,dac2a,,,
2018,10,Sweden,201,"Grants, Total",,,615,Tajikistan,10009,SouthCentralAsia,10018,LMICs,0.314486445,0.314486445,,dac2a,,,
2018,69,Slovak Republic,201,"Grants, Total",,,549,Jordan,10011,MiddleEast,10018,LMICs,0.02832,0.02832,,dac2a,,,
2019,21,Ireland,201,"Grants, Total",,,130,Algeria,10002,NorthSahara,10019,UMICs,0.027986119,0.029228757,,dac2a,,,
2019,20001,Total DAC Countries,201,"Grants, Total",,,998,"Developing countries, unspecified",9998,DevCountriesUnspec,10024,UnallocatedIncome,37281.94105,37990.46291,,dac2a,,,
2018,4,France,201,"Grants, Total",,,351,Honduras,10005,CaribbeanCentralAmerica,10018,LMICs,1.855185372,1.855185372,,dac2a,,,
2019,2,Belgium,201,"Grants, Total",,,269,Senegal,10003,SouthSahara,10016,LDCs,9.3829821,9.735301392,,dac2a,,,
2019,40,Greece,201,"Grants, Total",,,248,Kenya,10003,SouthSahara,10018,LMICs,0.021448562,0.022437199,,dac2a,,,
2018,801,Australia,201,"Grants, Total",,,880,Samoa,10012,Oceania,10019,UMICs,25.27621487,25.27621487,,dac2a,,,
2018,918,EU Institutions,204,ODA Gross Loans,,,218,South Africa,10003,SouthSahara,10019,UMICs,90.7376372,90.7376372,,dac2a,,,
2019,12,United Kingdom,201,"Grants, Total",,,55,Turkey,10010,Europe,10019,UMICs,71.78709215,73.50701518,,dac2a,,,
2019,5,Germany,201,"Grants, Total",,,615,Tajikistan,10009,SouthCentralAsia,10018,LMICs,27.1946002,28.13198262,,dac2a,,,
2018,701,Japan,201,"Grants, Total",,,789,"Far East Asia, regional",10008,FarEastAsia,10024,UnallocatedIncome,6.772470839,6.772470839,,dac2a,,,
2019,918,EU Institutions,201,"Grants, Total",,,384,Saint Vincent and the Grenadines,10005,CaribbeanCentralAmerica,10019,UMICs,3.098130527,3.215448814,,dac2a,,,
2018,2,Belgium,204,ODA Gross Loans,,,241,Ghana,10003,SouthSahara,10018,LMICs,2.828168429,2.828168429,,dac2a,,,
2018,10,Sweden,201,"Grants, Total",,,251,Liberia,10003,SouthSahara,10016,LDCs,40.13631313,40.13631313,,dac2a,,,
2019,3,Denmark,201,"Grants, Total",,,136,Morocco,10002,NorthSahara,10018,LMICs,2.272256672,2.368252756,,dac2a,,,
2018,918,EU Institutions,201,"Grants, Total",,,251,Liberia,10003,SouthSahara,10016,LDCs,35.36150124,35.36150124,,dac2a,,,
2018,918,EU Institutions,201,"Grants, Total",,,832,Fiji,10012,Oceania,10019,UMICs,11.83986782,11.83986782,,dac2a,,,
2019,5,Germany,201,"Grants, Total",,,1030,"Western Africa, regional",10003,SouthSahara,10024,UnallocatedIncome,53.58154738,55.42847287,,dac2a,,,
2019,9,Portugal,201,"Grants, Total",,,454,Peru,10006,SouthAmerica,10019,UMICs,0.030324639,0.031632031,,dac2a,,,
2018,302,United States,201,"Grants, Total",,,730,China (People's Republic of),10008,FarEastAsia,10019,UMICs,31.42985,31.42985,,dac2a,,,
2019,8,Norway,528,Total ODA,110,"Education, Health & Population",,,,,,,443.094565,456.6996366,,dac5,,,
2018,801,Australia,201,"Grants, Total",,,256,Mauritania,10003,SouthSahara,10016,LDCs,7.76873E-07,7.76873E-07,,dac2a,,,
2019,918,EU Institutions,,,,,10005,Top 5 recipients,,,,,19.91034934,,,dac2a,,,
2018,9,Portugal,201,"Grants, Total",,,234,Congo,10003,SouthSahara,10018,LMICs,0.02596601,0.02596601,,dac2a,,,
2019,50,Spain,201,"Grants, Total",,,55,Turkey,10010,Europe,10019,UMICs,29.49958831,30.62428731,,dac2a,,,
2019,20001,Total DAC Countries,204,ODA Gross Loans,,,1030,"Western Africa, regional",10003,SouthSahara,10024,UnallocatedIncome,2.862724281,2.974327997,,dac2a,,,
2019,3,Denmark,201,"Grants, Total",,,298,"Africa, regional",10001,Africa,10024,UnallocatedIncome,64.39642225,67.11697948,,dac2a,,,
2018,302,United States,201,"Grants, Total",,,260,Niger,10003,SouthSahara,10016,LDCs,159.33457,159.33457,,dac2a,,,
2018,742,Korea,204,ODA Gross Loans,,,269,Senegal,10003,SouthSahara,10016,LDCs,13.468443,13.468443,,dac2a,,,
2018,4,France,201,"Grants, Total",,,231,Central African Republic,10003,SouthSahara,10016,LDCs,42.10973026,42.10973026,,dac2a,,,
2018,9,Portugal,201,"Grants, Total",,,189,"North of Sahara, regional",10002,NorthSahara,10024,UnallocatedIncome,1.222503246,1.222503246,,dac2a,,,
2019,7,Netherlands,201,"Grants, Total",,,612,Georgia,10009,SouthCentralAsia,10018,LMICs,0.597133953,0.612577221,,dac2a,,,
2019,4,France,204,ODA Gross Loans,,,247,Côte d'Ivoire,10003,SouthSahara,10018,LMICs,126.7737602,131.7160534,,dac2a,,,
2018,11,Switzerland,201,"Grants, Total",,,738,Indonesia,10008,FarEastAsia,10018,LMICs,28.11639227,28.11639227,,dac2a,,,
2018,6,Italy,201,"Grants, Total",,,660,Nepal,10009,SouthCentralAsia,10016,LDCs,0.743715402,0.743715402,,dac2a,,,
2019,4,France,201,"Grants, Total",,,498,"America, regional",10004,America,10024,UnallocatedIncome,0.831337717,0.863747537,,dac2a,,,
2019,68,Czech Republic,201,"Grants, Total",,,640,Sri Lanka,10009,SouthCentralAsia,10018,LMICs,0.101625827,0.103980107,,dac2a,,,
2019,20001,Total DAC Countries,204,ODA Gross Loans,,,351,Honduras,10005,CaribbeanCentralAmerica,10018,LMICs,32.42216507,34.45126263,,dac2a,,,
2018,5,Germany,201,"Grants, Total",,,610,Armenia,10009,SouthCentralAsia,10018,LMICs,13.82150479,13.82150479,,dac2a,,,
2018,9,Portugal,201,"Grants, Total",,,454,Peru,10006,SouthAmerica,10019,UMICs,0.012747551,0.012747551,,dac2a,,,
2018,21,Ireland,201,"Grants, Total",,,255,Mali,10003,SouthSahara,10016,LDCs,0.428281223,0.428281223,,dac2a,,,
2018,7,Netherlands,201,"Grants, Total",,,740,Democratic People's Republic of Korea,10008,FarEastAsia,10017,OtherLICs,0.029496046,0.029496046,,dac2a,,,
2019,5,Germany,201,"Grants, Total",,,861,Palau,10012,Oceania,10019,UMICs,0.04925883,0.050956754,,dac2a,,,
2019,4,France,528,Total ODA,150,Other Social Infrastructure,,,,,,,812.15538,827.4963022,,dac5,,,
2018,5,Germany,201,"Grants, Total",,,573,Syrian Arab Republic,10011,MiddleEast,10018,LMICs,768.7697847,768.7697847,,dac2a,,,
2019,61,Slovenia,201,"Grants, Total",,,142,Egypt,10002,NorthSahara,10018,LMICs,0.016791671,0.017244242,,dac2a,,,
2018,742,Korea,201,"Grants, Total",,,625,Afghanistan,10009,SouthCentralAsia,10016,LDCs,32.483423,32.483423,,dac2a,,,
2018,18,Finland,201,"Grants, Total",,,612,Georgia,10009,SouthCentralAsia,10018,LMICs,1.146853901,1.146853901,,dac2a,,,
2018,22,Luxembourg,201,"Grants, Total",,,289,"South of Sahara, regional",10003,SouthSahara,10024,UnallocatedIncome,2.092049881,2.092049881,,dac2a,,,
2018,40,Greece,201,"Grants, Total",,,610,Armenia,10009,SouthCentralAsia,10018,LMICs,0.064260297,0.064260297,,dac2a,,,
2018,742,Korea,204,ODA Gross Loans,,,428,Bolivia,10006,SouthAmerica,10018,LMICs,2.068944,2.068944,,dac2a,,,
2019,4,France,204,ODA Gross Loans,,,457,Suriname,10006,SouthAmerica,10019,UMICs,0.431043681,0.44784798,,dac2a,,,
2019,11,Switzerland,201,"Grants, Total",,,755,Philippines,10008,FarEastAsia,10018,LMICs,1.070342121,1.079982618,,dac2a,,,
2018,5,Germany,201,"Grants, Total",,,86,Belarus,10010,Europe,10019,UMICs,14.91760849,14.91760849,,dac2a,,,
2018,76,Poland,201,"Grants, Total",,,225,Angola,10003,SouthSahara,10016,LDCs,0.714258626,0.714258626,,dac2a,,,
2018,301,Canada,201,"Grants, Total",,,298,"Africa, regional",10001,Africa,10024,UnallocatedIncome,257.5269306,257.5269306,,dac2a,,,
2018,302,United States,201,"Grants, Total",,,289,"South of Sahara, regional",10003,SouthSahara,10024,UnallocatedIncome,488.45146,488.45146,,dac2a,,,
2018,801,Australia,201,"Grants, Total",,,261,Nigeria,10003,SouthSahara,10018,LMICs,1.460713663,1.460713663,,dac2a,,,
2018,801,Australia,201,"Grants, Total",,,615,Tajikistan,10009,SouthCentralAsia,10018,LMICs,0.098131695,0.098131695,,dac2a,,,
2019,820,New Zealand,201,"Grants, Total",,,289,"South of Sahara, regional",10003,SouthSahara,10024,UnallocatedIncome,1.591348017,1.636888245,,dac2a,,,
2018,20001,Total DAC Countries,204,ODA Gross Loans,,,247,Côte d'Ivoire,10003,SouthSahara,10018,LMICs,65.54937038,65.54937038,,dac2a,,,
2019,8,Norway,,,,,10010,Top 10 recipients,,,,,22.08663503,,,dac2a,,,
2018,301,Canada,201,"Grants, Total",,,381,Grenada,10005,CaribbeanCentralAmerica,10019,UMICs,0.152782306,0.152782306,,dac2a,,,
2019,9,Portugal,201,"Grants, Total",,,366,Panama,10005,CaribbeanCentralAmerica,10019,UMICs,0.008955558,0.009341661,,dac2a,,,
2018,820,New Zealand,201,"Grants, Total",,,342,El Salvador,10005,CaribbeanCentralAmerica,10018,LMICs,0.077010328,0.077010328,,dac2a,,,
2019,742,Korea,204,ODA Gross Loans,,,225,Angola,10003,SouthSahara,10016,LDCs,0.12459,0.132774653,,dac2a,,,
2019,7,Netherlands,,,,,10010,Top 10 recipients,,,,,13.98016728,,,dac2a,,,
2018,4,France,201,"Grants, Total",,,617,Uzbekistan,10009,SouthCentralAsia,10018,LMICs,1.452610824,1.452610824,,dac2a,,,
2018,20001,Total DAC Countries,204,ODA Gross Loans,,,243,Guinea,10003,SouthSahara,10016,LDCs,2.188969173,2.188969173,,dac2a,,,
2019,12,United Kingdom,528,Total ODA,160,Other Social Infrastructure,,,,,,,196.0586084,199.5356704,,dac5,,,
2018,6,Italy,201,"Grants, Total",,,285,Uganda,10003,SouthSahara,10016,LDCs,6.899149262,6.899149262,,dac2a,,,
2019,12,United Kingdom,201,"Grants, Total",,,85,Ukraine,10010,Europe,10018,LMICs,36.590595,37.46725688,,dac2a,,,
2018,11,Switzerland,201,"Grants, Total",,,142,Egypt,10002,NorthSahara,10018,LMICs,12.18428469,12.18428469,,dac2a,,,
